index	label	prediction	l0	l1	l2	linf
0	1	1	2	0.033371899999999996	0.033333721888352034	0.033333699999999994
1	1	1	2	0.033447399999999995	0.03333389391265292	0.033333699999999994
2	1	1	1	0.0012436999999999997	0.0012436999999999997	0.0012436999999999997
3	1	1	1	0.0012436999999999997	0.0012436999999999997	0.0012436999999999997
4	1	1	6	0.0007987	0.00040704543972387155	0.00030819999999999996
5	1	1	4	0.0036312999999999975	0.0031429419514206725	0.0031211999999999976
6	1	1	3	0.0006190999999999999	0.0005751084854181861	0.0005742
7	1	1	3	0.0007241	0.0005131664155028074	0.0004362
8	1	1	3	0.009053599999999998	0.008970909642840015	0.008970699999999998
9	1	1	4	0.0015477999999999996	0.001249438057688335	0.0012256999999999997
10	1	1	2	0.0006874000000000001	0.0005422724223118857	0.0005137000000000001
11	1	1	3	0.0021596	0.0015358610679355083	0.0014391999999999999
12	1	1	3	0.03347909999999999	0.03333390898574602	0.033333699999999994
13	1	1	3	0.0032381000000000003	0.003164720109267169	0.0031642000000000003
14	1	1	4	0.0008258000000000002	0.0005608454867430067	0.0005137000000000001
15	1	1	2	0.033447399999999995	0.03333389391265292	0.033333699999999994
16	1	1	2	0.0032134	0.003089299237691292	0.0030867
17	1	1	1	0.0030337	0.0030337	0.0030337
18	1	1	4	0.0013162999999999998	0.0011454191852767264	0.0011386999999999999
19	1	1	2	0.0006874000000000001	0.0005422724223118857	0.0005137000000000001
20	1	1	2	0.033447399999999995	0.03333389391265292	0.033333699999999994
21	1	1	3	0.0007760999999999999	0.0005423030241479389	0.0004362
22	1	1	3	0.03373009999999999	0.03333554893308343	0.033333699999999994
23	1	1	2	0.033447399999999995	0.03333389391265292	0.033333699999999994
24	1	1	4	0.0005313000000000201	0.0003725883921970732	0.0003312
25	1	1	3	0.0015375999999999962	0.0013836370261018564	0.001378199999999996
26	1	1	3	0.0010290999999999998	0.000983406462252511	0.0009826999999999998
27	1	1	2	0.0012269	0.001208837015482236	0.0012086999999999998
28	1	1	3	0.0008661000000000001	0.0006836553005718599	0.0006692
29	1	1	5	0.002379	0.0019022068499508669	0.0018782
30	1	1	6	0.0007076999999999999	0.000438327035442716	0.0003992
31	1	1	2	0.0009664	0.0009309041196600217	0.0009302
32	1	1	4	0.0016082999999999996	0.0009684729784562911	0.0007121999999999999
33	1	1	5	0.0022400000000000002	0.001765098382527161	0.0017392000000000002
34	1	1	3	0.033740099999999995	0.033335760328362087	0.033333699999999994
35	1	1	3	0.0009321	0.0006674076490421727	0.0005742
36	1	1	4	0.0005313000000000201	0.0003725883921970732	0.0003312
37	1	1	1	0.0014167	0.0014167	0.0014167
38	1	1	3	0.0016975999999999996	0.0014992469509723873	0.0014866999999999999
39	1	1	4	0.0013702999999999973	0.0011783911532254447	0.0011711999999999972
40	1	1	1	0.0011736999999999997	0.0011736999999999997	0.0011736999999999997
41	1	1	3	0.0015025999999999996	0.0009672194270174683	0.0006982
42	1	1	1	0.0030867	0.0030867	0.0030867
43	1	1	4	0.00059930000000002	0.0004341535557841258	0.0003992
44	1	1	2	0.033447399999999995	0.03333389391265292	0.033333699999999994
45	1	1	3	0.03364809999999999	0.033334498104366284	0.033333699999999994
46	1	1	3	0.0005160999999999999	0.00044091787217122417	0.0004362
47	1	1	2	0.033447399999999995	0.03333389391265292	0.033333699999999994
48	1	1	4	0.00059930000000002	0.0004341535557841258	0.0003992
49	1	1	4	0.0005313000000000201	0.0003725883921970732	0.0003312
50	1	1	2	0.0020199	0.0015693113553402968	0.0014696999999999998
51	1	1	2	0.0013858999999999998	0.001236124803569607	0.0012256999999999997
52	1	1	2	0.0333869	0.033333742453105976	0.033333699999999994
53	1	1	1	0.0026337	0.0026337	0.0026337
54	1	1	3	0.0079386	0.005586923555947405	0.0051897
55	1	1	4	0.0005313000000000201	0.0003725883921970732	0.0003312
56	1	1	2	0.0012438999999999996	0.0012258351153397423	0.0012256999999999997
57	1	1	2	0.0008268999999999998	0.0007755268725195792	0.0007736999999999998
58	1	1	3	0.0080606	0.00570042854704802	0.0053117
59	1	1	1	8.700000000000374e-06	8.700000000000374e-06	8.700000000000374e-06
60	1	1	2	0.033447399999999995	0.03333389391265292	0.033333699999999994
61	1	1	1	0.0004087000000000001	0.0004087000000000001	0.0004087000000000001
62	1	1	3	0.0002591	0.00020174307918736643	0.00019569999999999999
63	1	1	1	0.00014770000000000017	0.00014770000000000017	0.00014770000000000017
64	1	1	4	0.0005313000000000201	0.0003725883921970732	0.0003312
65	1	1	3	0.0030340999999999996	0.0019528806338330051	0.0016292
66	1	1	2	0.0022888999999999965	0.0021762777235454084	0.0021731999999999967
67	1	1	4	0.0008258000000000002	0.0005608454867430067	0.0005137000000000001
68	1	1	4	0.0009722999999999999	0.0007244139079283335	0.0007046999999999999
69	1	1	3	0.0081476	0.005781581999764424	0.0053987
70	1	1	2	0.0008014000000000001	0.0007665317866859796	0.0007657
71	1	1	4	0.0008258000000000002	0.0005608454867430067	0.0005137000000000001
72	1	1	2	0.033447399999999995	0.03333389391265292	0.033333699999999994
73	1	1	5	0.001565	0.0012333658419139068	0.0012097
74	1	1	2	0.0034884	0.003010599239354186	0.0029647000000000002
75	1	1	3	0.0012545999999999998	0.0012258818132267072	0.0012256999999999997
76	1	1	6	0.0007076999999999999	0.000438327035442716	0.0003992
77	1	1	2	0.0008619	0.0006422436687114945	0.0005742
78	1	1	1	0.0031727	0.0031727	0.0031727
79	1	1	2	0.0333869	0.033333742453105976	0.033333699999999994
80	1	1	3	0.0012615999999999977	0.0011089909918479926	0.0011021999999999976
81	1	1	3	0.0018540999999999998	0.001079753106038598	0.0007121999999999999
82	1	1	2	0.0031274	0.003086968315354079	0.0030867
83	1	1	2	0.0022888999999999965	0.0021762777235454084	0.0021731999999999967
84	1	1	4	0.00021130000000000004	0.00012823069055417275	0.0001137
85	1	1	5	0.0023344999999999998	0.0015496950829114737	0.0014202
86	1	1	3	0.0030876	0.0018371941704675638	0.0013677000000000003
87	1	1	3	0.0015605999999999997	0.0014878543678734151	0.0014866999999999999
88	1	1	6	0.0028171999999999997	0.0016245121236851386	0.0014696999999999998
89	1	1	3	0.0006125999999999998	0.0004928198656710175	0.00047869999999999976
90	1	1	3	0.0007321	0.00042400645042263213	0.00026369999999999996
91	1	1	3	0.0009700999999999999	0.0009478326170796191	0.0009476999999999999
