index	label	prediction	l0	l2	cost
370	1	1	1	7.769999999999999e-05	0.00023309999999999997
56	1	1	2	0.0012258351153397423	0.003713499999999999
149	1	1	5	0.002580271642676406	0.004489799999999999
247	1	1	5	0.001249670896676401	0.0020290999999999994
97	1	1	2	0.0002962927268766481	0.0009128000000000001
129	1	1	7	0.0028347789120141275	0.006552499999999998
8	1	1	3	0.01650986353274916	0.016593100000000017
64	1	1	4	0.0003725883921970732	0.00122540000000002
364	1	1	3	0.03333593291134957	0.033816099999999995
373	1	1	4	0.0009542183502741917	0.0025302000000000002
125	1	1	2	0.0030713144710367906	0.0093328
256	1	1	3	0.03333376434143014	0.0334251
151	1	1	3	0.0008105848629230719	0.0026101000000000284
480	1	1	3	0.0008740884223006274	0.0010142000000000026
418	1	1	4	0.025004342636030248	0.050697400000000004
312	1	1	3	0.00010265656335568586	0.0002366999999999974
250	1	1	2	0.0011116598985301213	0.0035624999999999993
414	1	1	3	0.0008120316927312721	0.0025202000000000284
12	1	1	3	0.03333390898574602	0.0334791
278	1	1	3	0.0005228508104612634	0.0013175
207	1	1	5	0.002895737850704031	0.007753599999999999
420	1	1	2	0.0006529699303949608	0.0019883
0	1	1	2	0.033333721888352034	0.033371899999999996
468	1	1	2	0.001208837015482236	0.003662499999999999
27	1	1	2	0.001208837015482236	0.003662499999999999
282	1	1	4	0.002152077370821039	0.003984099999999999
289	1	1	3	0.00021144022796052784	0.0007823999999999995
416	1	1	3	0.002453606849110102	0.0074962000000000015
306	1	1	2	0.0005140223049635103	0.0015775000000000001
30	1	1	3	0.0008120316927312721	0.0025202000000000284
181	1	1	2	0.00406107966925053	0.012762799999999998
235	1	1	6	0.001253966123944343	0.0023401999999999993
50	1	1	3	0.0016433892935029115	0.0035906999999999996
166	1	1	3	0.03333376434143014	0.0334251
253	1	1	5	0.004780631673743538	0.008459399999999992
208	1	1	3	0.00018287528537229956	0.0002831
294	1	1	1	0.0036342	0.0109026
272	1	1	4	0.014892587419921369	0.015081800000000008
162	1	1	2	0.0016532629343210957	0.006218700000000001
111	1	1	4	0.014892587419921369	0.015081800000000008
89	1	1	5	0.0005780610261901419	0.0012921
131	1	1	3	0.0008105848629230719	0.0026101000000000284
311	1	1	1	0.0003826999999999997	0.0003826999999999997
213	1	1	4	0.002196455260186285	0.0049021
66	1	1	2	0.0021762777235454084	0.0022888999999999965
227	1	1	1	6.069999999999947e-05	0.0001820999999999984
449	1	1	4	0.0003725883921970732	0.00122540000000002
180	1	1	4	0.014892587419921369	0.015081800000000008
430	1	1	4	0.0002333813617236819	0.0004972000000000003
165	1	1	2	0.03333389391265292	0.033447399999999995
120	1	1	3	0.0007706650180201513	0.0021335
459	1	1	2	0.03333389391265292	0.033447399999999995
109	1	1	1	0.014891700000000008	0.014891700000000008
185	1	1	3	0.0027196177341678013	0.002850600000000001
299	1	1	2	0.033333742453105976	0.0333869
41	1	1	3	0.0012451821633801216	0.0036574
403	1	1	2	0.0006095005578340352	0.0017133
473	1	1	1	0.014891700000000008	0.014891700000000008
490	1	1	2	0.033333742453105976	0.0333869
313	1	1	1	0.0011906999999999998	0.0035720999999999995
330	1	1	5	0.014891795863830534	0.014983199999999992
126	1	1	1	0.00017419999999999936	0.00017419999999999936
286	1	1	3	0.03333376434143014	0.0334251
401	1	1	3	0.03333390898574602	0.0334791
456	1	1	4	0.014891714982163748	0.014921999999999993
176	1	1	3	0.0006008569463691003	0.0019168999999999996
434	1	1	2	0.001244539344496589	0.003868199999999999
384	1	1	1	0.00014820000000000024	0.00014820000000000024
274	1	1	4	0.0004341535557841258	0.00142940000000002
402	1	1	3	0.0008273765285527504	0.0027362000000000003
238	1	1	3	0.00038413535374916984	0.0007422999999999998
146	1	1	3	0.0032945005038700482	0.011434900000000001
224	1	1	3	0.0005681943505526961	0.0018059999999999999
409	1	1	3	0.002463068963711735	0.0076432
68	1	1	4	0.0007244139079283335	0.0024530999999999997
186	1	1	4	0.0010848555249432985	0.0033296999999999997
96	1	1	3	0.00010265656335568586	0.0002366999999999974
33	1	1	5	0.0023734881609142277	0.0041715
477	1	1	3	0.0002122277550180466	0.00030559999999999995
295	1	1	3	0.00020174307918736643	0.0002768
447	1	1	4	0.005286049480472158	0.006824699999999997
177	1	1	2	0.03333389391265292	0.033447399999999995
328	1	1	5	0.0012559016283133007	0.0023305999999999995
377	1	1	3	0.03333390898574602	0.0334791
405	1	1	2	0.002289000803844333	0.007085000000000001
334	1	1	3	0.0006224719833052729	0.0017855000000000002
55	1	1	4	0.0003725883921970732	0.00122540000000002
59	1	1	1	8.700000000000374e-06	2.6100000000001122e-05
78	1	1	5	0.001968943130209707	0.006946499999999999
194	1	1	2	0.0002094492301251061	0.0006437999999999975
443	1	1	5	0.008680490052410651	0.01446250000000002
308	1	1	3	0.0006143534568959468	0.0012455
4	1	1	3	0.0008105848629230719	0.0026101000000000284
37	1	1	4	0.0014618179640434029	0.0025134
72	1	1	2	0.03333389391265292	0.033447399999999995
107	1	1	2	0.0005875599799169443	0.0023967
259	1	1	4	0.0004341535557841258	0.00142940000000002
378	1	1	2	0.033333742453105976	0.0333869
355	1	1	3	0.00020174307918736643	0.0002768
407	1	1	7	0.0014282172383779717	0.0038874

attacked 100/100 points, average l0 distortion:3.050000, average l1 distortion:0.007805,  average l2 distortion:0.007464, average linf distortion:0.007392, acc:1.000000
average weighted l1 distortion: 0.009200104000000004
total time:84.076456
