index	label	prediction	l0	l2	cost
370	1	1	3	0.0001580544842767835	0.0002446
56	1	1	4	0.001026677023216162	0.0032496999999999995
149	1	1	2	0.0033949812635712734	0.0034384000000000077
247	1	1	7	0.0003043393336392784	0.0006682999999999994
97	1	1	2	0.0003576633612770533	0.0010897999999999997
129	1	1	4	0.003506224644828109	0.005386099999999999
8	1	1	4	0.01257982527541619	0.012767800000000001
64	1	1	1	0.14203620000000003	0.42610860000000006
364	1	1	2	0.052130910812396125	0.06315989999999999
373	1	1	4	0.012599463443337584	0.015364200000000007
125	1	1	7	0.01758234337282719	0.033759800000000006
256	1	1	5	0.05220170895574205	0.0659686
151	1	1	3	0.00857173759631033	0.0086076
480	1	1	7	0.018121126760772904	0.039631099999999995
418	1	1	2	0.004254875877155525	0.0044689
312	1	1	3	0.00010398446999432175	0.0001641
250	1	1	5	0.002374408073604873	0.0052315999999999994
414	1	1	3	0.008571959739172835	0.0086541
12	1	1	3	0.052131934502951255	0.06381329999999999
278	1	1	4	0.001070333130385115	0.0033596999999999993
207	1	1	7	0.002385651059983417	0.007595800000000001
420	1	1	3	0.0003225752935362533	0.000997
0	1	1	1	0.07075319999999996	0.21225959999999988
468	1	1	5	0.0010443302159757707	0.0034574
27	1	1	5	0.0018498884020394309	0.006029399999999999
282	1	1	1	0.012566200000000007	0.012566200000000007
289	1	1	5	0.0026276359717434224	0.003250900000000003
416	1	1	4	0.002002800204713391	0.006164200000000002
306	1	1	5	0.0003789338992489324	0.0012538000000000007
30	1	1	3	0.008571959739172835	0.0086541
181	1	1	3	0.09023407823416828	0.1873135
235	1	1	9	0.0015118821911776035	0.003915599999999994
50	1	1	5	0.0025371686089024513	0.0037741000000000085
166	1	1	3	0.05213091162419855	0.0631691
253	1	1	8	0.03402113162682865	0.06059310000000001
208	1	1	7	0.02016658126654094	0.0407337
294	1	1	2	0.0015623084618602043	0.005445999999999995
272	1	1	8	0.012589881128112377	0.014186600000000006
162	1	1	4	0.003810081398080623	0.0065656
111	1	1	8	0.012589881128112377	0.014186600000000006
89	1	1	7	0.00034483710647202685	0.0009494999999999999
131	1	1	3	0.00857173759631033	0.0086076
213	1	1	4	0.0009830218003686387	0.0030131999999999997
66	1	1	8	0.007818162665869774	0.0108451
227	1	1	3	4.2632382058712136e-05	6.160000000000002e-05
449	1	1	1	0.14203620000000003	0.42610860000000006
180	1	1	8	0.012589881128112377	0.014186600000000006
430	1	1	5	0.0006617512372485599	0.0021343999999999994
165	1	1	5	0.03976387735495623	0.0544899
120	1	1	6	0.0012074786499147716	0.004169099999999999
459	1	1	1	0.07075319999999996	0.21225959999999988
109	1	1	7	0.012578915059733894	0.013658400000000006
185	1	1	2	0.0002640524190383417	0.00028440000000000003
299	1	1	6	0.03905985455285261	0.04715800000000001
41	1	1	4	0.0035468147414264533	0.0103667
403	1	1	4	0.0010755208087247774	0.0034536999999999992
473	1	1	7	0.012573876064285037	0.013476400000000006
490	1	1	4	0.03905843396707043	0.04639600000000001
313	1	1	1	0.0009822	0.0029465999999999997
330	1	1	8	0.012585070519071404	0.013782700000000007
126	1	1	2	3.774824499231718e-05	5.759999999999999e-05
286	1	1	7	0.0522036708003374	0.0672484
401	1	1	3	0.052131934502951255	0.06381329999999999
456	1	1	2	0.012566204555473389	0.012576900000000007
176	1	1	5	0.0006769631083005926	0.0021918999999999997
434	1	1	4	0.0010714357703567674	0.0032966999999999996
384	1	1	3	4.2696252762976754e-05	6.209999999999998e-05
274	1	1	1	0.14203620000000003	0.42610860000000006
402	1	1	5	0.00013941628312360083	0.0005505000000000003
238	1	1	6	0.00022352033464541918	0.0007303000000000035
146	1	1	4	0.006678312298777289	0.0120912
224	1	1	7	0.0047779256618327584	0.007805000000000013
409	1	1	8	0.0015830331866388651	0.005164299999999999
68	1	1	1	0.0008091999999999999	0.0024276
186	1	1	4	0.012679326739223978	0.017921200000000005
96	1	1	3	0.00010398446999432175	0.0001641
33	1	1	7	0.00042401683928825276	0.0013477999999999997
477	1	1	8	0.009670223067230666	0.035312800000000005
295	1	1	6	0.02016692554506016	0.040740599999999995
447	1	1	2	0.008764281803433752	0.008900899999999998
177	1	1	5	0.03976387735495623	0.0544899
328	1	1	6	0.00020527929754361496	0.0005501000000000001
377	1	1	3	0.052131934502951255	0.06381329999999999
405	1	1	5	0.0012446571013737077	0.0043517
334	1	1	4	0.001070333130385115	0.0033596999999999993
55	1	1	1	0.14203620000000003	0.42610860000000006
59	1	1	1	1.820000000000001e-05	1.820000000000001e-05
78	1	1	6	0.0009892545375180253	0.0031540000000000205
194	1	1	4	0.00017508643579672298	0.0002498
443	1	1	6	0.5328933052758685	0.721081
308	1	1	3	0.0009485091301616447	0.0028775000000000003
4	1	1	3	0.00857173759631033	0.0086076
37	1	1	5	0.0002419001860272125	0.000531
72	1	1	1	0.07075319999999996	0.21225959999999988
107	1	1	4	0.0014123647758281141	0.004147199999999999
259	1	1	1	0.14203620000000003	0.42610860000000006
378	1	1	4	0.03905843396707043	0.04639600000000001
355	1	1	6	0.02016692554506016	0.040740599999999995
407	1	1	7	0.0010757881901192257	0.003686299999999999

attacked 99/100 points, average l0 distortion:4.323232, average l1 distortion:0.029806,  average l2 distortion:0.025402, average linf distortion:0.024597, acc:0.990000
average weighted l1 distortion: 0.05097615252525255
total time:7284.733501
