index	label	prediction	l0	l1	l2	linf
8212	0	0	4	0.15740100036825683	0.08200297840453186	0.0516930817173597
16661	0	0	4	0.04143678920878596	0.024265015667365743	0.017499740693736054
33602	0	0	5	0.08291421456365827	0.039067399119001374	0.023144744262962313
21787	1	1	2	0.021751026722721223	0.015380536635938904	0.010936033866945194
3197	0	0	6	0.07401029576038254	0.03279951938284761	0.01902000967670392
4767	0	0	7	0.0570963638289656	0.02608880396763244	0.01728399876550324
11479	0	0	5	0.04524687404732025	0.026534329068816254	0.021369244039695756
63449	0	0	10	0.11376154047616246	0.04153498838557696	0.023382819250128306
56619	0	0	3	0.02998931852929626	0.02014929065467691	0.015434284851899849
40489	0	0	5	0.08315784023858691	0.04349847695335547	0.028126249360121258
53755	0	0	4	0.2876962425643144	0.1576715903360483	0.1092621799789189
60244	0	0	8	0.0929574112943587	0.03707967716094251	0.019529750918196864
89798	0	0	4	0.03269640262360901	0.019851754927693692	0.01557287714905392
73780	0	0	8	0.1365594192999139	0.05472908938716939	0.030108867989052324
25318	1	1	6	0.032614500059980955	0.015696299393861596	0.011851963720257819
63138	0	0	5	0.05634698349498651	0.02833941090204317	0.0166709837884223
23927	0	0	5	0.019670665129114973	0.015340737891623882	0.015125445805779347
61625	0	0	10	0.2333498033929417	0.08064094347250124	0.0397960138139688
37743	0	0	4	0.05142846739929946	0.029600667864882548	0.0207187652257117
41550	0	0	4	0.025475531505632254	0.017338595444454624	0.015887399776429723
19791	0	0	5	0.09360937663538932	0.04369666679830911	0.02319697577664842
82163	0	0	7	0.11626063271361003	0.04765185380295312	0.024497475966500815
7318	0	0	8	0.4783735635975402	0.19537015447438466	0.10185709852158087
72499	0	0	4	0.04685891849241336	0.02680506384989862	0.017220037108106545
53481	0	0	4	0.3923864522768626	0.19807254170864047	0.12074205805566773
85536	1	1	3	0.024517515571000015	0.0155466981973455	0.013373627631911744
64674	0	0	9	0.3833337299533429	0.1529990085928021	0.08077322318782026
17968	0	0	7	0.1483303374717122	0.05993928537414025	0.031730252292962
40938	0	0	7	0.06297754179430115	0.02862180346128773	0.01813263926999442
83504	0	0	9	0.19469738439798084	0.08446321711835345	0.05001456318927833
81830	0	0	4	0.06994800812993801	0.04246748495446441	0.029687648278114043
4562	0	0	3	0.0675012402710935	0.04820610044246705	0.04512167936835321
46688	0	0	6	0.06629248080514666	0.03144899101887654	0.018498295111526897
82850	0	0	6	0.08275090161572052	0.036953151147199076	0.022087488815715484
67911	0	0	7	0.5454210324579483	0.21581096102753608	0.10256663084526557
17399	0	0	4	0.03996109446116791	0.021729505566478128	0.013513751638350668
83033	0	0	3	0.050334493430497285	0.030675093583050404	0.023020580752909248
31234	1	1	3	0.20546089637508108	0.12781161328140458	0.09604570926631911
8391	0	0	5	0.22441282203820512	0.14101627025683733	0.12651091496158906
59541	0	0	9	0.12560032007722366	0.05071263540438553	0.026284214103759584
22163	0	0	7	0.2763417306808708	0.13450772730357669	0.08621639646692159
26360	0	0	4	0.021519518769270107	0.014922786687546206	0.013933125219393383
53491	0	0	3	0.2874035882640802	0.16596959558561847	0.09834687331403436
27170	0	0	2	0.002927124481550969	0.0023269127632082258	0.0022153913910263334
73476	0	0	4	0.04854713552701512	0.02639025444606074	0.015699305948305597
83899	0	0	8	0.0721267888241039	0.030932904215488603	0.017896734346588672
69326	1	1	3	0.015549102059663977	0.01000725787103474	0.008792339379045833
87071	0	0	3	0.024827955019547376	0.019936793260537593	0.019356383959441392
72658	1	1	4	0.08420130916967136	0.04327959673483346	0.024272122939645147
24879	0	0	5	0.08199636977791835	0.04369125338125422	0.030379484939687618
3325	0	0	3	0.010882046557291303	0.007478562614057492	0.006768830313210905
1854	0	0	8	0.09310465353487418	0.03518878373939672	0.016446198473586138
52535	0	0	4	0.14241448923315403	0.07264052570276731	0.042727606715983635
12223	0	0	8	0.0971602981847065	0.03983517581575389	0.022990539784266795
60234	0	0	8	0.1646251162093057	0.06362043039436766	0.030256523879186925
76853	0	0	7	0.3313615701737156	0.15319877093506493	0.09359981369336767
3214	0	0	4	0.028197231176088355	0.014994530700890888	0.00979769220997373
73813	0	0	4	0.1251512912531174	0.07061694543849892	0.04844524550231921
15000	0	0	4	0.46102476933806813	0.2644547315665865	0.17375776648633212
80584	1	1	4	0.010214231243032335	0.007492172627411176	0.007044899386093095
79097	0	0	4	0.034480497098356655	0.01979552714013029	0.013849119387125797
26622	1	1	2	0.00843179446329484	0.0074805921128049575	0.007410555227625626
12159	0	0	4	0.031488743334355807	0.01906811439370822	0.013416704117520162
27791	0	0	5	0.08833652095776046	0.047309339629771976	0.03157913617463992
25611	0	0	2	0.01698667457526193	0.01205487949696154	0.009216719317867661
6252	0	0	4	0.055117424716345176	0.030611477408247087	0.019812714519901298
1011	0	0	4	0.05431615601741174	0.031948199158169016	0.023609192916224875
46486	0	0	1	0.007700202211401386	0.007700202211401386	0.007700202211401386
39457	0	0	4	0.032564518429656464	0.017063718520498764	0.01002350397961127
6538	0	0	5	0.129624865613229	0.0715770192746209	0.05102838177689756
78974	0	0	5	0.0767408350023629	0.04530387857229584	0.03355891120554788
28728	0	0	2	0.0015516911054577198	0.0014944960761150827	0.0014933571826503123
1877	0	0	6	0.06557547047032364	0.03459549019091416	0.02399376447237711
33939	0	0	3	0.033914790889815694	0.021530339369827123	0.016616685984331803
40071	0	0	6	0.034698808014786975	0.017546979829724967	0.011878968708061544
22798	0	0	7	0.19004598137440504	0.08214850439064704	0.043879119801763566
47488	0	0	4	0.066479719748605	0.03464917081602545	0.024608886448786893
51286	0	0	5	0.13053128432726213	0.06930397758963712	0.048619419133786757
70945	0	0	9	0.3048029478206995	0.12288145266105521	0.06624853702912792
5200	0	0	4	0.046425987427365256	0.0282428364226459	0.02187789904132098
89376	0	0	7	0.08000099224703289	0.03762714270016488	0.022659481370461365
50202	0	0	3	0.032500951035683345	0.021196587105701895	0.015193221949982239
48581	1	1	4	0.03527744580972869	0.017923003994693158	0.010936495149193814
40686	0	0	5	0.015274946460577032	0.007773829232129853	0.006268999898542793
2614	0	0	5	0.04346232183182719	0.022119876346076307	0.014849940608378409
32337	0	0	3	0.04501895294635844	0.02777987641260194	0.02048828433701999
44049	0	0	6	0.11183261182036625	0.051481899566735136	0.030176189571783918
4293	0	0	9	0.2540024893387824	0.0940030263953621	0.045356184085807216
45830	0	0	5	0.03678505584548136	0.018988952265951008	0.01520381825378253
57630	0	0	5	0.07108549400010211	0.03687890025568381	0.025402425459670752
73220	0	0	10	0.24384871159527982	0.08494122467345522	0.03747215014929994
79862	0	0	4	0.032182856042927976	0.01701646962034375	0.01224146981679991
43343	0	0	7	0.08363093253159926	0.0365584304748831	0.021578461452659847
70927	0	0	8	0.3023650258205521	0.11477530684910249	0.0549507299602372
62667	0	0	5	0.027877571850802862	0.0179226530340071	0.01689931339811601

attacked 95/100 points, average l0 distortion:5.168421, average l1 distortion:0.108412,  average l2 distortion:0.052194, average linf distortion:0.032698, acc:0.950000
total time:464.326887
