index	label	prediction	l0	l2	cost
370	1	1	1	7.769999999999999e-05	0.00031079999999999997
56	1	1	2	0.0012258351153397423	0.004939199999999999
149	1	1	4	0.001474336633879793	0.0062182999999999995
247	1	1	5	0.001249670896676401	0.0021947999999999994
97	1	1	3	0.001335604739434538	0.0034936999999999993
129	1	1	5	0.0024139322070016794	0.0089953
8	1	1	3	0.01650986353274916	0.016593100000000017
64	1	1	4	0.0003725883921970732	0.00155660000000002
364	1	1	3	0.03333593291134957	0.033816099999999995
373	1	1	4	0.0009542183502741917	0.0029049
125	1	1	2	0.0030713144710367906	0.012401500000000001
256	1	1	3	0.03333376434143014	0.0334251
151	1	1	3	0.0008105848629230719	0.0034730000000000377
480	1	1	3	0.0008740884223006274	0.0010494000000000035
418	1	1	3	0.025021452528180693	0.0512908
312	1	1	3	0.00010265656335568586	0.0002718999999999965
250	1	1	5	0.0020804513933278994	0.0037979999999999993
414	1	1	3	0.0008120316927312721	0.003328900000000038
12	1	1	3	0.03333390898574602	0.0334791
278	1	1	3	0.0005228508104612634	0.0016052
207	1	1	5	0.002895737850704031	0.0094833
420	1	1	2	0.0006529699303949608	0.0026405
0	1	1	2	0.033333721888352034	0.033371899999999996
468	1	1	2	0.001208837015482236	0.004871199999999999
27	1	1	3	0.0021992126136415277	0.0047454
282	1	1	4	0.002152077370821039	0.0046125
289	1	1	3	0.0004627631899794968	0.0008292999999999998
416	1	1	3	0.002453606849110102	0.009947400000000002
306	1	1	2	0.0005140223049635103	0.0020912000000000005
30	1	1	3	0.0008120316927312721	0.003328900000000038
181	1	1	5	0.006356411593816123	0.016359800000000004
235	1	1	5	0.0014989949466225694	0.002589799999999999
50	1	1	3	0.0016433892935029115	0.004277899999999999
166	1	1	3	0.03333376434143014	0.0334251
253	1	1	5	0.004780631673743538	0.009563599999999992
208	1	1	3	0.00018287528537229956	0.0002831
294	1	1	2	0.006026272706242226	0.012505200000000001
272	1	1	4	0.014892587419921369	0.015081800000000008
162	1	1	3	0.0017824076890543307	0.0077963999999999985
111	1	1	4	0.014892587419921369	0.015081800000000008
89	1	1	4	0.0012213153810543779	0.0019301
131	1	1	3	0.0008105848629230719	0.0034730000000000377
311	1	1	1	0.0003826999999999997	0.0003826999999999997
213	1	1	6	0.0029415203109956593	0.0051367999999999995
66	1	1	2	0.0021762777235454084	0.0022888999999999965
227	1	1	1	6.069999999999947e-05	0.00024279999999999788
449	1	1	4	0.0003725883921970732	0.00155660000000002
180	1	1	4	0.014892587419921369	0.015081800000000008
430	1	1	4	0.0002333813617236819	0.0005589000000000003
165	1	1	2	0.03333389391265292	0.033447399999999995
120	1	1	4	0.0007745415482722667	0.0026374000000000002
459	1	1	2	0.03333389391265292	0.033447399999999995
109	1	1	1	0.014891700000000008	0.014891700000000008
185	1	1	3	0.0027196177341678013	0.002850600000000001
299	1	1	2	0.033333742453105976	0.0333869
41	1	1	3	0.0009875715518381444	0.005902000000000003
403	1	1	2	0.0006095005578340352	0.0021390000000000003
473	1	1	1	0.014891700000000008	0.014891700000000008
490	1	1	2	0.033333742453105976	0.0333869
313	1	1	5	0.002137563554610716	0.0041684999999999995
330	1	1	5	0.014891795863830534	0.014983199999999992
126	1	1	1	0.00017419999999999936	0.00017419999999999936
286	1	1	3	0.03333376434143014	0.0334251
401	1	1	3	0.03333390898574602	0.0334791
456	1	1	5	0.014891714998615848	0.014923399999999977
176	1	1	3	0.0006008569463691003	0.0025522999999999995
434	1	1	3	0.0022100584539780843	0.0049918
384	1	1	1	0.00014820000000000024	0.00014820000000000024
274	1	1	4	0.0004341535557841258	0.00182860000000002
402	1	1	3	0.0008273765285527504	0.0035534000000000004
238	1	1	3	0.00038413535374916984	0.0007422999999999998
146	1	1	5	0.005328299545821349	0.013849299999999998
224	1	1	3	0.0005681943505526961	0.0023197
409	1	1	7	0.0021472957132169733	0.010036399999999966
68	1	1	4	0.0007244139079283335	0.0031934999999999997
186	1	1	4	0.0010848555249432985	0.004103399999999999
96	1	1	3	0.00010265656335568586	0.0002718999999999965
33	1	1	5	0.0023734881609142277	0.0047644
477	1	1	3	0.0002122277550180466	0.00030559999999999995
295	1	1	3	0.00020174307918736643	0.0002768
447	1	1	4	0.005286049480472158	0.006878899999999997
177	1	1	2	0.03333389391265292	0.033447399999999995
328	1	1	4	0.0014564475994693388	0.0027645999999999994
377	1	1	3	0.03333390898574602	0.0334791
405	1	1	7	0.0019878817067421266	0.009321399999999966
334	1	1	3	0.0006224719833052729	0.0022292
55	1	1	4	0.0003725883921970732	0.00155660000000002
59	1	1	1	8.700000000000374e-06	3.4800000000001496e-05
78	1	1	5	0.001968943130209707	0.008769399999999998
194	1	1	2	0.0005113556296746911	0.0006803999999999995
443	1	1	5	0.008680490052410651	0.01446250000000002
308	1	1	3	0.0006143534568959468	0.0014632
4	1	1	3	0.0008105848629230719	0.0034730000000000377
37	1	1	4	0.0014618179640434029	0.0028585999999999998
72	1	1	2	0.03333389391265292	0.033447399999999995
107	1	1	2	0.0005875599799169443	0.0031956000000000003
259	1	1	4	0.0004341535557841258	0.00182860000000002
378	1	1	2	0.033333742453105976	0.0333869
355	1	1	3	0.00020174307918736643	0.0002768
407	1	1	3	0.0014920315747329208	0.0061078999999999994

attacked 100/100 points, average l0 distortion:3.240000, average l1 distortion:0.008081,  average l2 distortion:0.007582, average linf distortion:0.007465, acc:1.000000
average weighted l1 distortion: 0.009794178000000004
total time:46.560017
